text,trans
毎日ハロウィンだといいっすね！　面白い格好の人、街でたくさん見れるっすから！,如果每天都是万圣节就好了呢！　因为在街上见到了好多穿着有趣衣服的人！
あはは、\nワクワクしてきたっす！,啊哈哈，\n真是兴奋不已呢！
プロデューサーさん、この間\nすごい人見つけたんすよ！,制作人，\n最近我发现了很厉害的人呢！
あ、どしたっすか？　\nプロデューサーさん？,啊，怎么了？　\n制作人？
意味もなくわしゃわしゃ\nしないでほしいっす,希望不要再做\n这种意义不明的抚摸行为
あはは！\nプロデューサーさん\n撫でるの上手いっすね！,啊哈哈！\n制作人\n很擅长摸头呢！
プロデューサーさんって\n意味ないことするの\n好きなんすか？　ヒマなんすね,制作人\n很喜欢做这种意义不明的事情吗？\n真闲呢
どういう意味っすか、これ？\n教えてほしいっす\nそしたら何も言わないっす,什么意思啊、这个？\n希望你能告诉我呢\n这样我就不说什么了
ん？　なんすか？\nプロデューサーさんの\n気配くらいわかるっすよ？,嗯？　怎么了？\n制作人的\n气息还是能感受到的哦？
気付いてても\n避けないっす！,即使注意到了\n我也不会避开的！
助手やってくれるっすか、\nプロデューサーさん！,来当我的助手吗、\n制作人！
飛行機来てるっす！\n追いかけるっすよー！,飞机飞过来了！\n要追上去了哦ー！
手、出してほしいっす\nプロデューサーさんにも\nクワガタ見せたいんで,手、希望能伸出来呢\n因为想让制作人看看\n这个大锹形虫呢！
行くだけっす\n行く以外の選択肢がないっすから,只能上了\n因为除此以外没有其他选项了
来るっすよ\nすごいもの見せてあげるっす,来了呢\n我要让你看看很厉害的东西
わたしたちの光\n受け止めてほしいっす！\nさぁ、行くっすよ！,我们的光芒\n希望你能够接收到！\n好，出发吧！
あ！\nおはよっす！,啊！\n早上好！
今日は何をするっす？,今天要做什么呢？
何か面白いこと\nないっすかね～,就没有什么有趣的事情吗～
今日はなんか起きる気がするっす～,感觉今天会发生些什么～
えっ？　何してるんすか？,诶？在做什么啊？
これ、なんの意味が\nあるんすか？,这个，有什么意义吗？
ん～……なんか嫌な感じっす,嗯……感觉很不好
ん？　どうかしたんすか？,嗯？怎么了吗?
プロデューサーさんも\n退屈なんすか？,制作人也很无聊吗？
わっ！\nもー、急になんなんすか？,哇！\n真是，突然干什么啊？
それっ！\nあ、靴飛ばしたら\n立ったっす！,
あ！　今何か光ったっすよ！\n窓の外！,啊！刚才在窗外，\n有什么闪闪发光的东西！
む～……\n何も起きないっす～,唔……\n什么都没有发生啊～
プロデューサーさん！\n今日は何かいいことが\n起きそうっすね！,
おはよーっす！　\nプロデューサーさんも\nごきげんそうっすね！,
さっき、\n面白いことあったんすよ！\nあはは、聞きたいっすか？,
嫌じゃないんすけど……\n相変わらず意味が\nわかんないっす,虽然不讨厌……\n还是一如既往不知道有什么意义的事呢
プロデューサーさんは\n楽しい感じなんすか？\nこれ,制作人，做这种事，\n感觉很开心吗？
なんか鼓動が\n早くなるんすよね,感觉心跳是不是快了一点呢
あ！　暇だったり\nするっすか？\nじゃあ一緒に遊ぶっす！,啊！你也很闲吗？\n那么一起玩吧！
！\n今の刺激ですごいこと\nひらめいたっす！,! 通过刚刚的刺激\n想到很不得了的东西了
プロデューサーさん、\nよく触るっすね\nあはは、触り返すっすよ！,制作人，老是来摸呢。\n啊哈哈，我要摸回去咯！
プロデューサーさん！\n楽しいこと思いついたっす！\n一緒にやるっすよ,
ワクワクするっす～,
テレビ見るっすよ！\nプロデューサーさん！\n面白そうなのやってるっす！,

#冬优子,
願い事とか、見える場所に飾るの苦手なのよね……\n……見たら承知しないから！,愿望什么的，真是不喜欢放在可以看得见的地方呢……\n……敢看的话我可饶不了你！
ぼーっと月見てるだけの何が楽しいんだか……ねえあんた、なんか面白いことしなさいよ,真搞不懂只是呆呆地看月亮有什么好玩的……喂，你快点做些有意思的事吧
ねえ、お菓子ある？\n……あ、持ってんの？\nじゃあ後でにするわ,呐，你带着点心吗？\n……啊，带着的吗？那待会儿就要做了哦
プロデューサーさんには……\nなんでもお見通しなんですね♡,制作人真的是……\n什么都能想得到呢♡
ふゆは、どんなアイドルになれると思いますか？,你觉得，冬优会成为什么样的偶像呢?
もっともっと、みんなに\n楽しい気持ちを届けられるよう頑張ります,冬优会更加努力，\n因为要把快乐的心情传递给大家
ちょっとバカ\nちゃんとセットしてるんだから\nやめなさい,喂 笨蛋\n好不容易做好的发型\n快住手
ふふ、サラサラでしょ\nこれでも結構\n気を遣ってるんだから,哼哼，很光滑吧\n别看这样冬优可是很用心保养的啊
……まずは土下座\nそれで、許すかどうか\n検討だけはしてあげる,……先跪下吧\n然后，冬优就考虑一下是否原谅你
……ふゆ、自分の\nプロデューサーが逮捕なんて話\n聞きたくないんだけど,……冬优，可不想听到自己的制作人\n被逮捕之类的事情哦
な、何よ……\n言いたいことがあるなら\n言いなさいよ,干，干什么啊……\n如果你有话想说的话就请说啊
ひゃわ……っ！\n……あんた、今の聞いた？\n聞いたんなら忘れなさい今すぐ,啊呜……啊！\n……刚才的，你听到了吗？\n听到了的话现在马上忘掉
わあ～♡\nこのセット、\nすっごく可愛いです～♡,哇啊～♡\n这个发型，真的好可爱啊～♡
お疲れ様です、プロデューサーさん\n今日もいっぱい頑張りますね♡,辛苦了，制作人先生\n冬优今天也会加倍努力哦♡
今日はどんなドキドキが\n待ってるんだろう……\nとっても楽しみです,今天会有什么让人心动的事情\n在等着冬优呢……\n真是期待
アイドルのお仕事、すごく楽しいです\nもっといろんなことがしてみたいな♡,偶像的工作，非常开心\n好想尝试更多各种各样的事啊♡
なんか今日は、いいことがありそうな……,总觉得今天会有好事发生……
ざっけ……\n……や、やーん、どうしたんですか？,开什么玩……\n……噫，呀——，怎么了吗？
……何してるんですか？,……你在做什么呢？
こんなことをするために、\nふゆをアイドルにしたんですか……？,就为了做这种事，\n才让冬优成为偶像的吗……？
きゃ……っ\n……ふゆも触り返しちゃいますよ、えーい！,呀……\n……冬优要碰回去了哟，\n嘿——！
